Country Name;Indicator Name;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
France;GDP growth (annual %);1.23666245973342;1.5160611193343;-0.358997840715546;2.38366090394481;2.30479276787372;1.39707986159188;2.52706164454194;3.45259434787187;3.39930805362812;4.14099999646893;1.89946700332246;1.06775025028361;0.967827177709708;2.86825057188587;1.88856580217112;2.7140645179325;2.53048186196499;0.380171425522363;-2.82455150288962;2.00032472699981;2.43757656877079;0.183835271019575;0.781756445913402;0.997832937998666;1.06675473488909;0.860031082016107;2.08361485062076;1.64590872932709;2.02744647639635;-7.44064593044142;6.88233786590355;2.57084047443969;0.936487502671483
Latvia;GDP growth (annual %);-12.5952217915856;-32.1185704640615;-4.98297984318285;2.18991178652719;-0.944760634359724;2.29995474603908;9.17148470468949;6.54999926677672;2.81840274306848;5.84102986488557;6.46057364768329;7.66548925059303;8.42913486805492;8.72514158012019;11.6153165694442;12.8250180923171;10.414537243644;-3.38871545060184;-16.0400189151464;-3.6612590805494;3.03634590339776;7.30524045527754;2.09609114087881;2.09495959586268;3.78336528957813;2.55168585354701;3.39894937779009;4.30971088766286;0.675375256812075;-3.46922915339618;6.94723316214511;1.8126824022841;1.70679524969924
