Country Name;Indicator Name;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
France;Inflation, consumer prices (annual %);2.36376046269353;2.10446277124644;1.65551532926993;1.79648142095595;1.98288365089738;1.20394294026962;0.651126867833049;0.537141639134645;1.67595988720927;1.63478079549601;1.9234122872706;2.09847219146923;2.14208964640241;1.74586936380482;1.67512449608723;1.4879980595386;2.81286194914787;0.0876204781574552;1.53112270420926;2.11159795174994;1.9541953161351;0.863715497861805;0.50775882293799;0.0375143805125182;0.18333486112386;1.03228275064662;1.85081508315502;1.10825492288294;0.476498852725066;1.64233141038385;5.22236748369735;4.87835726508441
Latvia;Inflation, consumer prices (annual %);951.696194870801;108.989540624323;35.9247053929642;24.9759355316751;17.6104698431032;8.44738342092952;4.64421422660787;2.36481836111807;2.65425477796048;2.48704003555457;1.93887573855896;2.94264752948473;6.1923854719744;6.74845027893112;6.53619908765877;10.0929775849168;15.4023191064986;3.53410672858944;-1.08463595015162;4.3707355993922;2.25778924374595;-0.0294547782579216;0.620490636732421;0.174242243625186;0.140633334505327;2.93036312374665;2.53445424186598;2.81140920075615;0.219064904842156;3.27582937431156;17.3102830198815;8.93804623316637
