Country Name;Country Code;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
France;FRA;Life expectancy at birth, total (years);69.8682926829268;70.1170731707317;70.3146341463415;70.5146341463415;70.6634146341463;70.8121951219512;70.9609756097561;71.1609756097561;71.309756097561;71.4585365853659;71.6585365853659;71.9073170731707;72.1073170731707;72.3560975609756;72.6048780487805;72.8536585365854;73.1024390243903;73.3512195121951;73.6024390243903;73.8512195121951;74.0512195121951;74.3;74.5;74.8;75;75.3;75.6;75.8;76.1;76.3487804878049;76.6;76.8487804878049;77.1;77.3;77.6487804878049;77.7512195121951;77.9536585365854;78.3048780487805;78.6048780487805;78.7560975609756;79.0560975609756;79.1585365853659;79.2609756097561;79.1146341463415;80.1634146341463;80.1634146341463;80.8121951219512;81.1121951219512;81.2146341463415;81.4146341463415;81.6634146341463;82.1146341463415;81.9682926829268;82.219512195122;82.719512195122;82.3219512195122;82.5731707317073;82.5756097560976;82.6756097560976;82.8268292682927;82.1756097560976;82.3243902439024;82.2292682926829
Latvia;LVA;Life expectancy at birth, total (years);69.7868292682927;70.0324390243903;69.430487804878;69.8290243902439;71.0280487804878;70.7265853658537;70.7073170731707;70.3939024390244;70.0429268292683;69.7968292682927;69.8353658536586;70.1646341463415;69.8787804878049;69.8134146341464;69.7409756097561;68.9253658536585;69.0478048780488;69.1046341463415;68.9878048780488;68.4956097560976;68.8085365853659;68.7863414634146;69.3282926829268;69.1190243902439;69.1629268292683;69.2914634146342;70.6224390243903;70.6929268292683;70.6153658536585;70.1553658536586;69.2731707317073;69.0324390243903;68.3960975609756;66.7226829268293;65.6643902439025;66.3912195121951;68.7765853658537;69.3492682926829;69.0121951219512;69.7429268292683;70.3146341463415;70.7609756097561;70.9609756097561;71.2658536585366;72.0268292682927;71.3560975609756;70.8658536585366;71.019512195122;72.419512195122;73.0804878048781;73.4829268292683;73.5756097560976;73.7780487804878;73.9829268292683;74.1243902439024;74.4804878048781;74.580487804878;74.6292682926829;74.7829268292683;75.3878048780488;75.1853658536585;72.9804878048781;74.580487804878
