Country Name;Indicator Name;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
France;Personal remittances, received (% of GDP);0.271119692548108;0.672080824712051;0.669451002331571;0.635297037033581;0.651713325235688;0.670927949265034;0.710206534081964;0.66654584194346;0.632413634038753;0.647998530252596;0.670240105055682;0.662184813670997;0.686267457136122;0.728326574860677;0.751947414384748;0.799268808704153;0.844812031788221;0.956657791815609;0.977759523918219;1.04187015639794;1.03597313185571;1.03540167569517;1.02055612218559;1.05640587447827;1.13234775294505;1.10053030062383;1.19472954744797;1.20940843980497
Latvia;Personal remittances, received (% of GDP);0.703013087800731;0.719885608807577;0.70833381026632;0.663554342869109;3.24916548495243;3.34142859855123;1.21699024462232;1.4007321575177;1.58071221596804;2.32449363884608;2.3495565300091;1.87110120062373;5.62594953465104;6.17581400071879;5.35771550553895;5.66570960282216;5.52657807437145;5.5036877983812;5.13085900004383;5.0703767353682;4.55411994517047;4.33514862848996;3.72158241623154;3.45205124469257;3.26049152549512;3.45004653702643;3.40400697575304;2.92264085361447
