Country Name;Indicator Name;2010;2017;2018;2019;2020
France;Human Capital Index (HCI) (scale 0-1);0.756891846656799;0.765;0.755960285663605;;0.762737214565277
Latvia;Human Capital Index (HCI) (scale 0-1);0.676458120346069;0.724;0.738353431224823;;0.70658141374588
