Country Name;Indicator Name;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
France;GDP per capita (current US$);26791.8151982369;26757.6351494145;24169.4008102822;24869.4030795939;24576.3152254528;22340.5939516217;22331.7948343036;24144.5727019529;29479.5222101175;33644.9282220364;34696.3718316971;36431.5658906555;41486.1907828787;45464.8181385158;41728.0884164132;40694.8211697025;43929.7840873812;40863.5814412333;42669.1795111893;43148.0459288416;36702.4323733379;37024.2157133669;38687.1626407164;41418.1766484844;40408.2848574751;39169.8606000707;43725.0999521245;41082.8119320747;44690.9345395117
Latvia;GDP per capita (current US$);2256.77360387054;2360.1714816213;2609.89308697195;2893.79998716563;3063.89794599707;3278.17896440803;3504.61829462397;4003.60935783538;4914.57992829302;6109.73265186817;7283.78738127622;9211.7374468148;13370.9789452508;15677.6080864506;11996.0322729773;11188.4191700977;12902.574053337;13329.3499931271;14484.4715282132;15185.814581236;13321.9753140616;13838.5266823272;15132.4958333982;17252.1710428626;17294.9751600969;17564.2321549354;20262.8433862451;20229.4613617326;22502.8429938094
